body,author,title,label,link,time,date,id,
"Circula pelas redes sociais um vídeo que mostra uma mulher no estacionamento de um supermercado, guardando as compras no carro. Usando máscaras de proteção contra o novo coronavírus, dois homens aproximam-se do veículo. Um deles finge ajudar e leva o carrinho de compras. Outro bandido aproveita um momento de distração da vítima para entrar no veículo pela porta traseira, no lado oposto ao da motorista. Ela também entra no automóvel e fecha a porta. Em seguida é a vez do outro assaltante, que também entra pela porta do motorista. O carro sai do estacionamento sem que ninguém perceba se tratar de um roubo. De acordo com a legenda, o crime ocorreu em uma unidade da rede Atacadão. Por meio do ​",Maurício Moraes," #Verificamos: Roubo em vídeo viral ocorreu em supermercado de Jandira, em SP, não no Atacadão",FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/28/verificamos-roubo-video-supermercado-jandira-atacadao/,17h44,28.maio.2020,115,
"Circula nas redes sociais um vídeo em que um policial aparece perseguindo e disparando tiros contra um surfista em uma praia. De acordo com a legenda, a situação teria acontecido na Praia do Futuro, em Fortaleza (CE). Por meio do ",Gustavo Queiroz, #Verificamos: É falso que Policial Militar atirou em surfista em praia de Fortaleza,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/28/verificamos-policial-atirou-surfista-fortaleza/,17h16,28.maio.2020,116,
Circula em redes sociais que um pesquisador chinês estava “prestes a descobrir a vacina” para Covid-19″ quando foi “misteriosamente encontrado morto”. Por meio do ,Gustavo Queiroz, #Verificamos: Pesquisador chinês morto nos EUA não estava ‘prestes a descobrir’ vacina para Covid-19,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/27/verificamos-chines-morto-vacina-covid/,19h10,27.maio.2020,117,
"Circula pelas redes sociais um vídeo com um homem sendo retirado de um túmulo por policiais. De acordo com a legenda, ele teve uma parada cardíaca, mas foi dado como morto por Covid-19, doença causada pelo novo coronavírus. Teria sido então enterrado vivo em Feira de Santana, na Bahia. Ao acordar dentro da cova, gritou e esmurrou as paredes em desespero. Isso alertou os coveiros, que chamaram a polícia. Por meio do ​",Maurício Moraes, #Verificamos: Vídeo de homem retirado vivo de túmulo é antigo e não tem relação com pandemia de Covid-19,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/27/verificamos-video-homem-retirado-vivo-tumulo-pandemia-covid-19/,18h09,27.maio.2020,118,
"Circula no WhatsApp uma lista que supostamente mostra o “plano detalhado da Prefeitura do Rio para reabertura gradual do comércio na cidade”. O texto informa, por exemplo, que a prefeitura vai reabrir no dia 1º de junho as escolas de ensino médio. ",Nathália Afonso, #Verificamos: Prefeitura do Rio não adotou plano de reabertura do comércio para início de junho,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/27/verificamos-prefeitura-rio-reabertura/,14h38,27.maio.2020,119,
O que você precisa saber:,Jaqueline Sordi, Lupa na Ciência: Crianças e jovens adultos podem desenvolver síndrome inflamatória associada à Covid-19,,https://piaui.folha.uol.com.br/lupa/2020/05/27/lupa-na-ciencia-sindrome-inflamatoria/,12h00,27.maio.2020,120,
"Circula nas redes sociais um vídeo de uma operação realizada pela Polícia Rodoviária Federal (PRF), que encontrou pacotes com drogas e notas de dólares escondidas sob o assoalho de um caminhão. De acordo com a legenda do vídeo, o veículo teria sido contratado pelo Instituto Lula e estava a caminho de Caracas, capital da Venezuela. ",Gustavo Queiroz, #Verificamos: É falso que PRF interceptou caminhão do Instituto Lula com ‘centenas de pacotes de dólares’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-prf-interceptou-caminhao-lula/,19h59,26.maio.2020,121,
"Circula pelas redes sociais uma foto que mostra funcionários de uma unidade de saúde, munidos de máscaras e aventais de proteção, fazendo sinal de “positivo” com as mãos em uma sala com leitos desocupados. A legenda informa tratar-se do primeiro andar do Hospital e Pronto-Socorro Doutor João Lúcio Pereira Machado, em Manaus (AM), que teria conseguido ficar sem pacientes com Covid-19, doença causada pelo novo coronavírus, em um andar. Por meio do ​",Maurício Moraes, #Verificamos: É falso que andar de hospital no Amazonas não tem mais pacientes com Covid-19,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-andar-hospital-amazonas-pacientes-covid-19/,19h28,26.maio.2020,122,
"Circula pelas redes sociais um vídeo que mostra vários policiais militares, ao lado de viaturas estacionadas e com as sirenes ligadas, prestando continência na avenida Paulista, em São Paulo, no último domingo (24). À frente deles passa uma manifestação de apoiadores do presidente Jair Bolsonaro (sem partido), contrários ao isolamento social durante a pandemia de Covid-19. De acordo com a legenda e com a fala do narrador da gravação, a atitude dos PMs foi uma homenagem para o ato que ocorria naquele momento. Por meio do ​",Maurício Moraes," #Verificamos: PMs em vídeo viral prestam continência para soldado, não para manifestantes contrários ao isolamento social",FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-pms-video-continencia-manifestantes-isolamento-social/,17h34,25.maio.2020,123,
"Circula nas redes sociais uma foto do governador do Rio de Janeiro, Wilson Witzel (PSC),  almoçando ao lado do prefeito de Angra dos Reis, ",Nathália Afonso, #Verificamos: Foto de Witzel almoçando em Angra dos Reis não foi tirada durante pandemia,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-witzel-angra-coronavirus/,18h54,26.maio.2020,124,
"Circula nas redes sociais que, por causa da pandemia de Covid-19, o Bar Brahma, um dos mais tradicionais de São Paulo, vai fechar. O estabelecimento fica na esquina das avenidas Ipiranga e São João, no centro da capital paulista, e foi inaugurado em 1948. Por meio do ",Chico Marés," #Verificamos: É falso que Bar Brahma, em São Paulo, vai fechar as portas depois da pandemia",FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-bar-brahma-covid/,16h37,25.maio.2020,125,
"Circula pelas redes sociais uma imagem de um edifício com bandeiras do Brasil dispostas nas sacadas. De acordo com a legenda, a ação seria uma resposta à suposta proibição do governador do estado do Ceará, Camilo Santana (PT), de se utilizar a bandeira no estado. Por meio do ​",Gustavo Queiroz, #Verificamos: Foto de edifício com bandeiras em todas as janelas é antiga e não foi tirada no Ceará,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-bandeiras-brasil-ceara/,17h47,26.maio.2020,126,
Circula,Nathália Afonso," #Verificamos: É montagem santinho de Collor com o slogan ‘Brasil acima de tudo, Deus acima de todos’",FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-collor-slogan/,13h41,26.maio.2020,127,
"Circula nas redes sociais que o governador do estado do Maranhão, Flávio Dino (PCdoB), “tentou prender” os 87 militares da reserva que publicaram nota de apoio ao General Augusto Heleno acerca de despachos recentes do Supremo Tribunal Federal (STF). Por meio do ",Gustavo Queiroz, #Verificamos: É falso que governador do Maranhão ‘tentou prender’ militares que apoiaram Augusto Heleno,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-dino-prender-militares/,19h43,25.maio.2020,128,
"Circula nas redes sociais um tuíte atribuído ao youtuber Felipe Neto, que diz que a culpa da pedofilia é “dessas crianças gostosas”. Por meio do ​",Chico Marés, #Verificamos: É montagem tuíte atribuído a Felipe Neto com apologia à pedofilia,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-felipe-neto-pedofilia/,19h05,25.maio.2020,129,
Circula,Nathália Afonso, #Verificamos: Bolsonaro não chamou apoiadores de ‘bostas’ durante reunião ministerial,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-bolsonaro-bostas-apoiadores/,17h48,25.maio.2020,130,
Circula,Nathália Afonso, #Verificamos: É falso que São Paulo recebe 16 mil reais para cada registro de morte por Covid-19 ,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-sao-paulo-16-mil-covid/,13h13,25.maio.2020,131,
O que você precisa saber:,Jaqueline Sordi, Lupa na Ciência: Estudos indicam que pacientes que voltaram a testar positivo para Covid-19 não foram reinfectados,,https://piaui.folha.uol.com.br/lupa/2020/05/25/lupa-ciencia-covid-19-reinfeccao/,12h00,25.maio.2020,132,
"Após a divulgação do vídeo da reunião ministerial do dia 22 de abril, o presidente Jair Bolsonaro concedeu uma entrevista à rádio Jovem Pan. Durante a conversa com jornalistas, Bolsonaro comentou o conteúdo da gravação, liberada nesta sexta-feira (22) pelo ministro do Supremo Tribunal Federal (STF) Celso de Mello. O presidente também mencionou dados sobre a pandemia da Covid-19. A ",Chico Marés," STF, imprensa, Covid-19: erros de Bolsonaro após vídeo de reunião ser divulgado",EXAGERADO,https://piaui.folha.uol.com.br/lupa/2020/05/22/stf-imprensa-covid-bolsonaro/,22h36,22.maio.2020,133,
"Circula pelas redes sociais um texto sobre um estudo feito na Espanha com mais de 60 mil pessoas durante a pandemia de Covid-19, doença causada pelo novo coronavírus. De acordo com a publicação, a pesquisa teria mostrado a ineficácia de quarentenas ou de medidas de isolamento social. O levantamento teria concluído que trabalhadores ativos têm menor incidência de contágio. Por meio do ​",Maurício Moraes, #Verificamos: É falso que estudo com 60 mil pessoas na Espanha mostre ‘ineficácia das quarentenas’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/22/verificamos-estudo-60-mil-pessoas-espanha-ineficacia-quarentenas/,18h15,22.maio.2020,134,
"Circula nas redes sociais que o ministro Celso de Mello, relator do inquérito que apura as acusações do ex-ministro da Justiça e Segurança Pública Sergio Moro contra o presidente Jair Bolsonaro (sem partido), pediu a “busca e apreensão do celular de Bolsonaro”. Por meio do ",Gustavo Queiroz, #Verificamos: Não foi Celso de Mello quem pediu apreensão do celular de Jair Bolsonaro,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/22/verificamos-mello-apreensao-celular-bolsonaro/,16h43,22.maio.2020,135,
O que você precisa saber:,Jaqueline Sordi, Lupa na Ciência: por que é cedo para comemorar a ‘promissora’ vacina contra Covid-19,,https://piaui.folha.uol.com.br/lupa/2020/05/22/lupa-na-ciencia-vacina-mrna/,12h00,22.maio.2020,136,
"Circula pelas redes sociais uma imagem que mostra uma paciente segurando uma placa que diz “Eu venci a Covid-19”. A legenda afirma que o município de Itaperuna, no Rio de Janeiro, alcançou a marca de 99% dos pacientes curados ao utilizar cloroquina no tratamento.",Gustavo Queiroz, #Verificamos: Itaperuna não teve 99% dos pacientes com coronavírus recuperados,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/21/itaperuna-99-coronavirus-recuperados/,20h24,21.maio.2020,137,
Circula,Nathália Afonso, #Verificamos: É falso que Doria disse que pessoas precisam escolher entre confinamento e comida,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-doria-datena-covid/,18h49,20.maio.2020,138,
"Circula pelo WhatsApp que o Ministério da Cidadania está abrindo inscrições para o Programa Auxílio Gás, um benefício de R$ 70,00 a R$ 210,00. O texto indica que, para fazer o cadastro, basta clicar em um endereço de internet fornecido na mensagem. Essa sugestão foi encaminhada por um leitor pelo formulário ",Nathália Afonso, #Verificamos: É golpe mensagem no WhatsApp que promete ‘auxílio gás’ do Ministério da Cidadania ,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/21/verificamos-golpe-auxilio-gas/,13h55,21.maio.2020,139,
"Circula pelas redes sociais uma montagem com a foto do médico paraense Gaspar de Oliveira Vianna (1885-1914) e o desenho de uma caixa de cloroquina. De acordo com o texto da imagem, o pesquisador brasileiro descobriu o remédio para curar pacientes com malária. A legenda da imagem diz, ainda, que ele não quis patentear o medicamento e “deixou esse legado para a humanidade”. Por meio do ​",Maurício Moraes, #Verificamos: É falso que médico paraense descobriu a cloroquina,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/21/verificamos-medico-paraense-descobriu-cloroquina/,19h45,21.maio.2020,140,
"Circula nas redes sociais que Vinícius Bonemer, filho dos jornalistas William Bonner e Fátima Bernardes, teria recebido o valor de R$ 600 do auxílio emergencial disponibilizado pelo Governo Federal. O auxílio é um benefício financeiro destinado a trabalhadores informais, microempreendedores individuais, autônomos e desempregados, cuja renda familiar total seja de até três salários mínimos – categorias às quais Vinícius não se enquadra. Por meio do ",Gustavo Queiroz, #Verificamos: É falso que filho de William Bonner e Fátima Bernardes recebeu auxílio emergencial do Governo Federal,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/21/falso-filho-bonner-auxilio/,17h39,21.maio.2020,141,
O que você precisa saber:,Jaqueline Sordi, Lupa na Ciência: Estudos mostram que obesidade é fator de risco para a Covid-19,,https://piaui.folha.uol.com.br/lupa/2020/05/20/lupa-na-ciencia-obesidade/,12h00,20.maio.2020,142,
Circula,Nathália Afonso, #Verificamos: Vídeo de profissionais de saúde dando as costas para um carro não foi gravado no Brasil,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/21/verificamos-bruno-covid-saude/,17h22,21.maio.2020,143,
"Circula nas redes sociais que o jornal norte-americano The New York Times teria criticado a Rede Globo, dizendo se tratar de uma “mídia prostituta que acaba com o Brasil”. A afirmação teria sido publicada pela colunista Vanessa Barbara. Por meio do ​",Gustavo Queiroz, #Verificamos: É falso que New York Times publicou texto dizendo que a ‘Globo é uma mídia prostituta que acaba com o Brasil’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/20/falso-nyt-globo-acaba-com-brasil/,17h30,20.maio.2020,144,
"Circula pelas redes sociais que “a mídia brasileira” calou-se sobre uma frase dita pelo ex-presidente Luiz Inácio Lula da Silva (PT). Em entrevista ao vivo para a revista Carta Capital na última terça-feira (19), ele fez a seguinte afirmação: “Ainda bem que a natureza, contra a vontade da humanidade, criou esse monstro chamado coronavírus. Porque esse monstro está permitindo que os cegos enxerguem, que os cegos comecem a enxergar, que apenas o estado é capaz de dar solução a determinadas crises”. Segundo o post, isso não foi noticiado porque Lula é imune a críticas. Por meio do ​",Maurício Moraes, #Verificamos: É falso que imprensa brasileira ‘se calou’ após Lula dizer que ‘ainda bem que natureza criou esse monstro do coronavírus’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-imprensa-se-calou-lula-ainda-bem-monstro-coronavirus/,18h00,20.maio.2020,145,
"Nesta semana, circulou nas redes sociais mais um boato sobre o Supremo Tribunal Federal (STF). Posts no Facebook diziam que, a partir de um pedido formulado por cinco partidos políticos, a corte decidiu proibir que hospitais militares atendessem pacientes civis.",Equipe Lupa, Verifica Coronavírus EP06: desinformação sobre Covid-19 se estende do STF ao chá de boldo,,https://piaui.folha.uol.com.br/lupa/2020/05/21/verifica-coronavirus-ep06-stf-covid/,15h57,21.maio.2020,146,
Circula,Nathália Afonso, #Verificamos: É falso que Teich disse que Bolsonaro coloca ‘mediocridade’ à frente da ciência,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-teich-bolsonaro-mediocridade/,11h42,20.maio.2020,147,
"Circula pelas redes sociais um vídeo que mostra uma ambulância estacionada ao lado de uma praça. Do seu interior saem dois homens em trajes de proteção contra a Covid-19, doença causada pelo novo coronavírus, com jalecos azuis. Um terceiro homem, que veste roupa preta e usa máscara, se aproxima do veículo e se deita em uma maca coberta por um plástico transparente. Um quarto homem, também todo protegido e de branco, auxilia o procedimento. A ambulância então é fechada. De acordo com a legenda, a gravação foi forjada para dar a impressão de que o número de infectados pelo novo coronavírus está aumentando. Por meio do ​",Maurício Moraes, #Verificamos: Vídeo que mostra homem com suspeita de Covid-19 entrando em ambulância não foi forjado,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/19/verificamos-video-homem-covid-19-ambulancia/,19h43,19.maio.2020,148,
"Circula pelas redes sociais um vídeo que mostra apoiadores do presidente Jair Bolsonaro (sem partido) sendo abordados pela Polícia Militar de Pernambuco, ao lado de um carro do Departamento Estadual de Trânsito do estado (Detran-PE). Segundo a legenda, essas pessoas foram detidas, a mando do governador Paulo Câmara (PSB), por “usarem camisas do Brasil” ou “defenderem o presidente da República”. Por meio do ​",Maurício Moraes, #Verificamos: Apoiadores de Bolsonaro em vídeo viral não foram presos por ‘usar a camisa do Brasil’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/19/verificamos-apoiadores-bolsonaro-video-presos-camisa-brasil/,18h23,19.maio.2020,149,
Circula,Nathália Afonso, #Verificamos: Carta de repúdio a protesto de artistas não foi escrita por Regina Duarte,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/19/verificamos-regina-duarte-cnn/,19h42,19.maio.2020,150,
"Circula nas redes sociais que o ministro do Supremo Tribunal Federal (STF), Alexandre de Moraes, pode proibir o governo federal de destinar recursos para aquisição de hidroxicloroquina no tratamento de pacientes de Covid-19. De acordo com o texto, a decisão deve acontecer se Moraes atender à petição ADPF 676, protocolada pelo PT em 20 de abril de 2020. Por meio do ",Gustavo Queiroz, #Verificamos: É falso que ação do PT no STF visa a ‘proibir a aquisição de cloroquina pelo governo’,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/19/acao-pt-stf-cloroquina/,17h23,19.maio.2020,151,
"Circula pelas redes sociais um post com uma foto que mostra pilhas de cédulas apreendidas pela Polícia Federal (PF) em uma operação no Rio de Janeiro. De acordo com a legenda, a soma foi encontrada com a prisão de um assessor do governador do Rio de Janeiro, Wilson Witzel (PSC), chamado Paulo Peixoto. A quantia teria sido desviada de hospitais de campanha no estado, construídos para pacientes da Covid-19, doença causada pelo novo coronavírus. Por meio do ​",Maurício Moraes, #Verificamos: Dinheiro apreendido em foto publicada pela PF não vem de hospitais de campanha contra Covid-19 no Rio,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/18/verificamos-dinheiro-apreendido-foto-pf-hospitais-campanha-covid-19-rio/,18h45,18.maio.2020,152,
"Circula pelas redes sociais uma imagem que mostra um corredor vazio de uma unidade de saúde. A legenda afirma que se trata da “sala de isolamento” de pacientes com Covid-19 do Hospital Central da Polícia Militar (HCPM) do Rio de Janeiro. A mensagem diz, ainda, que há apenas uma pessoa sendo tratada para Covid-19 no local. ",Gustavo Queiroz, #Verificamos: É falso que só há uma pessoa internada por Covid-19 no HCPM do Rio de Janeiro,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/18/falso-um-internado-covid-hcpm/,19h55,18.maio.2020,153,
"Circula nas redes sociais uma publicação que compara o número de óbitos no Brasil nos meses de abril de 2019 e 2020. “Teve queda no número de mortes no país de 5.468”, diz o texto",Gustavo Queiroz," #Verificamos: Número de óbitos no Brasil aumentou, e não diminuiu, entre abril de 2019 e 2020",FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/15/numero-obitos-brasil-nao-diminuiu/,19h16,15.maio.2020,154,
"Circula nas redes sociais que o Supremo Tribunal Federal (STF) proibiu que hospitais militares comecem a atender pacientes civis com Covid-19. Segundo a publicação, o pedido teria partido dos partidos políticos PT, PSOL, PCdoB, DEM, PSDB. Por meio do ",Gustavo Queiroz, #Verificamos: É falso que STF proibiu hospitais militares de atender pacientes civis com Covid-19,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/18/falso-stf-proibiu-hospitais-militares-covid/,16h23,18.maio.2020,155,
"Circula nas redes sociais um vídeo no qual um suposto pastor evangélico vende uma “máscara espiritual” que protege as pessoas de coronavírus, de H1N1 e de HIV. Por meio do ",Chico Marés," #Verificamos: ‘Pastor’ que oferece máscara invisível por R$ 300 é, na verdade, humorista",FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/18/verificamos-pastor-adelio-coronavirus/,14h49,18.maio.2020,156,
O que você precisa saber:,Jaqueline Sordi, Lupa na Ciência: Cientistas começam a entender por que homens morrem mais de Covid-19,,https://piaui.folha.uol.com.br/lupa/2020/05/18/lupa-na-ciencia-homens-coronavirus/,12h00,18.maio.2020,157,
"Circula nas redes sociais um texto que afirma que Ministério Público pediu prisão “sem julgamento” do governador do Rio de Janeiro, Wilson Witzel (PSC). Por meio do ",Gustavo Queiroz, #Verificamos: É falso que Ministério Público pediu a prisão de Wilson Witzel,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/15/verificamos-prisao-witzel/,19h52,15.maio.2020,158,
Circula,Nathália Afonso, #Verificamos: Maju Coutinho não disse que trabalharia de graça para ver queda de Bolsonaro ,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/15/verificamos-maju-coutinho-bolsonaro/,19h16,15.maio.2020,159,
"Circula pelo WhatsApp que o Ministério da Saúde da Itália informou que as mortes por Covid-19, doença causada pelo novo coronavírus, são resultado da ação de uma bactéria – e não do vírus SARS-Cov-2. Essa sugestão foi encaminhada por um leitor pelo formulário ",Nathália Afonso, #Verificamos: É falso que autoridades italianas descobriram que Covid-19 é causada por bactéria,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/15/verificamos-bacteria-coronavirus/,16h30,15.maio.2020,160,
" nas redes sociais uma fotografia de uma mansão que supostamente seria do governador de São Paulo, João Doria (PSDB). Por meio do ​",Nathália Afonso, #Verificamos: Foto de ‘casa do Doria’ que circula no Facebook é de mansão em Los Angeles,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/14/verificamos-casa-do-doria/,20h42,14.maio.2020,161,
"Circula pelas redes sociais um vídeo em que uma equipe de um estabelecimento de saúde, munida de equipamentos de proteção individual, anda pelos corredores do lugar e apaga as luzes das salas. Ao som da música “Andrà Tutto Bene”, do músico Cristóvam, eles mostram cartazes com mensagens de otimismo: “Vai”, “Ficar”, “Tudo”, “Bem” e “Vencemos”. Segundo a legenda do post, trata-se do Hospital Moinhos de Vento, em Porto Alegre (RS), que teria esvaziado sua Unidade de Terapia Intensiva (UTI) durante a pandemia de Covid-19, doença causada pelo novo coronavírus. Por meio do ​",Maurício Moraes, #Verificamos: É falso que hospital mostrado em vídeo viral não tem mais casos de Covid-19 na UTI,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/15/verificamos-hospital-video-casos-covid-19-uti/,18h32,15.maio.2020,162,
O que você precisa saber:,Jaqueline Sordi," Lupa na Ciência: Cloroquina volta aos holofotes, mas estudos mais recentes indicam que droga é ineficaz contra a Covid-19",,https://piaui.folha.uol.com.br/lupa/2020/05/15/lupa-na-ciencia-cloroquina-novos-estudos/,12h00,15.maio.2020,163,
Circula nas redes sociais que o Supremo Tribunal Federal (STF) determinou que dinheiro público não pode ser devolvido se a descoberta aconteceu mais de cinco anos depois do ilícito. Por meio do ,Gustavo Queiroz, #Verificamos: É falso que STF decidiu que desvio de dinheiro público pode prescrever em cinco anos,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/14/falso-stf-prescrever-cinco-anos/,19h17,14.maio.2020,164,
"Circula pelo WhatsApp uma mensagem com a oferta de um suposto cartão de compras do Carrefour para ajudar as famílias a enfrentarem a crise econômica causada pela pandemia de Covid-19. O texto promete distribuir 5 mil cupons, que não poderão ser usados para a compra de bebidas alcoólicas, e faria parte da campanha #JuntosContraOCovid. Essa sugestão foi encaminhada por um leitor pelo formulário ",Maurício Moraes, #Verificamos: Golpistas oferecem falso cartão de compras do Carrefour pelo WhatsApp para roubar dados pessoais,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/14/verificamos-golpistas-carrefour-whatsapp/,18h00,14.maio.2020,165,
O Ministério da Saúde registrou ,Equipe Lupa, Verifica Coronavírus EP05: a onda de desinformação nos registros de mortes por Covid-19,,https://piaui.folha.uol.com.br/lupa/2020/05/14/verifica-coronavirus-ep05-covid/,16h01,14.maio.2020,166,
"Circula nas redes sociais que o chá de boldo elimina os sintomas da Covid-19, doença causada pelo novo coronavírus, em até três horas. Por meio do ​",Nathália Afonso, #Verificamos: É falso que chá de boldo elimina sintomas da Covid-19 em até três horas,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/14/verificamos-cha-boldo-covid/,17h04,14.maio.2020,167,
"Em apenas dois dias, o deputado estadual do Ceará André Fernandes (PSL) errou duas vezes ao usar dados do ",Maurício Moraes, Covid-19: Saiba por que é preciso ter cautela com dados do Registro Civil sobre mortes pela doença,,https://piaui.folha.uol.com.br/lupa/2020/05/14/covid-19-dados-registro-civil-sobre-mortes/,13h10,14.maio.2020,168,
"Circula nas redes sociais que o número de mortes por doenças respiratórias no Brasil é igual em 2019 e 2020, apesar da Covid-19. O texto, que traz como fonte o Portal da Transparência do Registro Civil, diz que, apesar da pandemia, o número de mortes por causas como pneumonia diminuiu.",Chico Marés, #Verificamos: É falso que número de mortes de pessoas por doenças respiratórias foi igual em 2019 e 2020,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/13/verificamos-mortes-iguais-2019-2020/,20h03,13.maio.2020,169,
"Circula pelas redes sociais uma foto de um hospital lotado de pacientes deitados em macas. A legenda diz que a imagem é do sistema de saúde durante o “governo petista”, e foi supostamente tirada em 2016. Por meio do ",Gustavo Queiroz, #Verificamos: Foto tirada em 2010 após evacuação de hospital é usada para ilustrar saúde pública em 2016,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/13/verificamos-hospital-2016/,17h09,13.maio.2020,170,
"Circula pelas redes sociais um vídeo em que um homem grava a entrada de quatro unidades de saúde do município de São Paulo: o Centro Clínico Rebouças, o Hospital Santa Catarina, o Hospital IGESP e o BP – A Beneficência Portuguesa de São Paulo, todos com atendimento particular ou via plano de saúde. Com o título “como estão os hospitais na maior cidade do Brasil – epidemia ou mídia?”, ele conversa com funcionários e apresenta recepções com pouco movimento, reiterando que não há pacientes nos locais visitados. ",Gustavo Queiroz, #Verificamos: Vídeo que mostra ‘hospitais vazios’ em São Paulo distorce realidade de estabelecimentos de saúde,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/13/verificamos-hospitais-vazios-coronavirus/,12h41,13.maio.2020,171,
O que você precisa saber:,Jaqueline Sordi," Lupa na Ciência: Apesar de contradições entre estudos, pesquisadores estão otimistas com uso do remdesivir contra Covid-19",,https://piaui.folha.uol.com.br/lupa/2020/05/13/lupa-na-ciencia-remdesivir/,12h00,13.maio.2020,172,
Circula nas redes sociais uma publicação do site Brasil sem Medo que diz que informações obtidas no Portal da Transparência do Registro Civil indicam que o “coronavírus não aumentou em nada o número de mortes por causa respiratória no Brasil”. O texto compara de diferentes formas os óbitos registrados por doenças respiratórias entre 2019 e 2020 e afirma que não houve um aumento do número de vítimas de um ano para o outro. Confira o trabalho de verificação da ,Gustavo Queiroz, #Verificamos: É falso que número total de mortes no país diminuiu durante pandemia de Covid-19,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/12/falso-mortes-diminuiu-pandemia/,20h04,12.maio.2020,173,
"Circula pelas redes sociais uma imagem que mostra um vagão lotado no transporte público de São Paulo. A legenda afirma que a aglomeração ocorreu como resultado do rodízio ampliado de veículos na capital paulista, determinado pelo prefeito Bruno Covas (PSDB). A restrição começou a valer nesta segunda-feira (11), durante as 24 horas do dia, e tem o objetivo de tentar reduzir a quantidade de automóveis nas ruas. Isso aumentaria o isolamento social contra a Covid-19, doença causada pelo novo coronavírus. Carros com placas de final par só podem circular pela cidade nas datas pares, enquanto os veículos de final ímpar só podem rodar nos dias ímpares – inclusive nos finais de semana e feriados. Por meio do ​",Maurício Moraes, #Verificamos: Foto de vagão lotado em SP é antiga e não tem relação com rodízio ampliado na pandemia,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/11/verificamos-foto-vagao-lotado-sp-rodizio-ampliado-pandemia/,19h31,11.maio.2020,174,
"Circula nas redes sociais um post dizendo que o governador de São Paulo, João Doria (PSDB), é rejeitado por 98% da população. Por meio do ​",Nathália Afonso, #Verificamos: É falso que rejeição de Doria chegou a 98% durante pandemia da Covid-19,FALSO,https://piaui.folha.uol.com.br/lupa/2020/05/12/verificamos-rejeicao-doria-covid/,13h47,12.maio.2020,175,
